player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id
113532,Henri,Rochon,U,1924-03-12,CAN,NA,Q781496
113533,Ted,Slawek,U,NA,GBR,NA,NA
113534,Reg K,Kaley,U,NA,GBR,NA,NA
113535,Bill,Smith,U,NA,NZL,NA,NA
113536,John G,Rutherglen,U,NA,GBR,NA,NA
113537,John Pa,Linck,U,1925-09-29,NED,NA,Q6244849
113538,Brian W,Rooke,U,NA,RSA,NA,NA
113539,Guy I,Pettigrew,U,NA,GBR,NA,NA
113540,Keith R,Malcolm,U,NA,RSA,NA,NA
113541,Malcolm,Gracie,U,NA,GBR,NA,NA
113542,Alistair Bradley,Martin,U,1915-03-11,USA,NA,NA
113543,Cv,Irvine,U,NA,RHO,NA,NA
113544,Harry E,Likas,U,NA,USA,NA,NA
113545,Gustav,Specht,U,NA,AUT,NA,NA
113546,Steve,Potts,U,1930-11-20,USA,NA,NA
113547,Nils,Rohlsson,U,1916-03-31,SWE,NA,Q6076953
113548,John,Maloney,U,NA,RSA,NA,NA
113549,Jacques,Grigry,U,NA,USA,NA,NA
113550,Roy,Dixon,U,1938-08-20,GBR,NA,NA
113551,Chen Hua,Chu,U,NA,CHN,NA,NA
113552,Stan,Hicks,U,NA,AUS,NA,NA
113553,Dickie,Dillon,U,NA,GBR,NA,NA
113554,Trevor,Adamson,U,NA,GBR,NA,NA
113555,Andrei,Potanin,U,NA,URS,NA,NA
113556,Dennis,Reilly,U,NA,AUS,NA,NA
113557,Cookie,Hammill,U,1941-10-25,RSA,NA,NA
113558,Fu Chi,Mei,U,NA,CHN,NA,NA
113559,Tim,Heckler,U,1942-01-30,RSA,NA,NA
113560,Bob,Hull,U,NA,GBR,NA,NA
113561,Nick,Carter,U,NA,USA,NA,NA
113562,Hans,Van De Weg,U,1937-12-10,NED,NA,Q1925118
113563,Greg,Grant,U,NA,USA,NA,NA
113564,Bob,Dabbs,U,NA,GBR,NA,NA
113565,Arcot,Uday Kumar,U,1931-11-21,IND,NA,NA
113566,Theodore Michel,Mavrogordato,R,1883-07-31,GBR,NA,Q13422832
113567,George,Watt,U,NA,GBR,NA,NA
113568,Maurice,Day,U,1878-08-27,GBR,NA,NA
113569,Ta,Fuller,U,NA,GBR,NA,NA
113570,Percival,Davson,U,1877-09-30,GBR,NA,Q1897082
113571,Alfred,Hunter,U,NA,GBR,NA,NA
113572,Ernest George,Parton,U,NA,GBR,NA,NA
113573,Arthur W,Macpherson Jr,U,1896-02-01,USA,NA,NA
113574,Walter,Crawley,U,1880-03-29,GBR,NA,NA
113575,Brian Ivan Cobham,Norton,U,1899-10-10,RSA,NA,NA
113576,Jcf,Simpson,U,NA,GBR,NA,NA
113577,Erik,Tegner,U,1896-10-29,DEN,NA,Q3056574
113578,Monty,Temple,U,NA,GBR,NA,NA
113579,Axel Berg,Gravem,U,1895-11-29,USA,NA,NA
113580,Ja,Frost,U,NA,GBR,NA,NA
113581,Dick,Williams,U,1891-01-29,USA,NA,NA
113582,N,Field,U,NA,GBR,NA,NA
113583,George M,Boustead,U,NA,GBR,NA,NA
113584,Jw,O'Farrell,U,NA,GBR,NA,NA
113585,Wentworth,Gore,U,1868-01-02,GBR,NA,NA
113586,Gerald,Sherwell,U,1889-05-12,RSA,NA,NA
113587,J T,Baines,U,NA,GBR,NA,NA
113588,William H,Laurentz,U,NA,FRA,NA,NA
113589,Laurence,Davin,U,NA,GBR,NA,NA
113590,Wing,Lock Wei,U,NA,CHN,NA,NA
113591,A Vincent,Burr,U,NA,GBR,NA,NA
113592,Cl,Philcox,U,NA,GBR,NA,NA
113593,Jarl Sune,Malmstrom,U,1897-10-28,SWE,NA,Q5974278
113594,Beverley C,Covell,U,NA,GBR,NA,NA
113595,Leonard,Lyle,U,1882-07-22,GBR,NA,NA
113596,Harold Scotter,Owen,U,NA,GBR,NA,NA
113597,Philip F,Glover,U,1899-02-09,GBR,NA,NA
113598,Zenzo,Shimidzu,U,1891-03-25,JPN,NA,NA
113599,Alan C,Belgrave,U,NA,GBR,NA,NA
113600,William Percy,Pinckney,U,1868-09-25,GBR,NA,NA
113601,Neville,Deed,U,NA,GBR,NA,NA
113602,Maurice,Blythman,U,NA,GBR,NA,NA
113603,Henry Vere Shirley,Dillon,U,NA,IRL,NA,NA
113604,Henry,Mayes,U,1880-02-14,CAN,NA,NA
113605,Pm,Dixon,U,NA,RSA,NA,NA
113606,Robert,Walker,U,NA,GBR,NA,NA
113607,J B,Ward,U,NA,CAN,NA,NA
113608,Roderick,Mcnair,U,1870-11-25,GBR,NA,NA
113609,H J,Gilbert,U,NA,GBR,NA,NA
113610,Neville,Willford,U,NA,GBR,NA,NA
113611,Bill,Swinden,U,NA,GBR,NA,NA
113612,Mrl,White,U,NA,GBR,NA,NA
113613,Fred A,Lindeman,U,NA,GBR,NA,NA
113614,Jg,Hogan,U,NA,GBR,NA,NA
113615,Geoffrey Blenkinsop,Youll,U,NA,GBR,NA,NA
113616,Samuel Percy,Hardy,U,1876-11-23,USA,NA,NA
113617,Major T,Moss,U,NA,GBR,NA,NA
113618,Reginald,Turnbull,U,1878-11-23,GBR,NA,NA
113619,Robert,Hotham,U,NA,GBR,NA,NA
113620,Is,White,U,NA,GBR,NA,NA
113621,Clark,Hopkins,U,NA,GBR,NA,NA
113622,George,Thomas,U,1881-06-14,GBR,NA,Q1387704
113623,William Alfred,Ingram,U,NA,GBR,NA,NA
113624,Sf,Thol,U,NA,GBR,NA,NA
113625,H S,Milford,U,NA,GBR,NA,NA
113626,Luis,De Olivares,U,NA,ESP,NA,NA
113627,Paul,De Borman,U,1879-12-01,BEL,NA,Q556488
113628,Major Josiah George,Ritchie,U,1870-10-18,GBR,NA,Q710611
113629,Henry Hew Gordon Dacre,Stoker,U,NA,IRL,NA,NA
113630,Frederick,Inman,U,NA,USA,NA,NA
113631,L,Robinson,U,NA,GBR,NA,NA
113632,E,Coutts,U,NA,RSA,NA,NA
113633,Arthur,Lovibond,U,NA,USA,NA,NA
113634,E Morris,Hall,U,NA,GBR,NA,NA
113635,Frank,Walters,U,NA,GBR,NA,NA
113636,Donald,Kingdon,U,1883-11-24,GBR,NA,NA
113637,Bill,Johnston,U,1894-11-02,USA,NA,Q53568
113638,John Mason,Flavelle,U,NA,GBR,NA,NA
113639,E Stanley,Franklin,U,NA,GBR,NA,NA
113640,Sirdar,Dass,U,NA,IND,NA,NA
113641,Henry,Fussell,U,NA,GBR,NA,NA
113642,Ambrose,Dudley,U,1879-04-12,GBR,NA,NA
113643,C W,Murray,U,NA,GBR,NA,NA
113644,Cecil R,Blackbeard,U,NA,RSA,NA,NA
113645,Yasin,Mohamed,U,NA,IND,NA,NA
113646,George,Stoddart,U,NA,GBR,NA,NA
113647,B,Wood Hill,U,NA,GBR,NA,NA
113648,George Henry,Dodd,U,1883-01-16,RSA,NA,NA
113649,E A,Niles,U,NA,USA,NA,NA
113650,Carl Erik,Von Braun,U,1896-11-14,SWE,NA,Q18690419
113651,Gerard Jacobus,Scheurleer,U,1886-05-29,NED,NA,NA
113652,Frank,Jarvis,U,NA,GBR,NA,NA
113653,C S,Grace,U,NA,GBR,NA,NA
113654,Jm,Bell,U,NA,GBR,NA,NA
113655,Mark,Hick,U,1880-12-10,GBR,NA,NA
113656,Ernest Talbot Thomas,Lamb,U,1881-09-05,GBR,NA,NA
113657,Cs,Galbraith,U,NA,GBR,NA,NA
113658,John C F,Masterman,U,NA,GBR,NA,NA
113659,E Ulysses,Williams,U,NA,GBR,NA,NA
113660,Charles Lyndhurst,Winslow,U,1855-01-10,GBR,NA,NA
113661,Eb,Milner,U,NA,GBR,NA,NA
113662,Chuck,Garland,U,1898-10-29,USA,NA,NA
113663,Alexander,Drew,U,NA,GBR,NA,NA
113664,Reginald,Barnes,U,1878-02-22,GBR,NA,NA
113665,Alfred,Davson,U,1886-05-22,GBR,NA,NA
113666,Aw,Asthalter,U,NA,USA,NA,NA
113667,Pe,Harrison,U,NA,GBR,NA,NA
113668,Herbert,Roper Barrett,U,1873-11-24,GBR,NA,Q1384687
113669,John Brian,Gilbert,U,1887-07-17,GBR,NA,Q2924899
113670,Skipper,Stowe,U,NA,GBR,NA,NA
113671,Nigel,Jones,U,NA,GBR,NA,NA
113672,George C,Golding,U,NA,GBR,NA,NA
113673,V,De Bousies,U,NA,BEL,NA,NA
113674,J D E,Jones,U,NA,USA,NA,NA
113675,Charles,Roupell,U,1897-05-11,GBR,NA,NA
113676,Cotah,Ramaswami,U,1896-06-18,IND,NA,NA
113677,Gr,Ashton,U,NA,GBR,NA,NA
113678,Charles,Scroope,U,1886-02-14,IRL,NA,NA
113679,Fh,Teall,U,NA,GBR,NA,NA
113680,G,Towle,U,NA,GBR,NA,NA
113681,Le,Gaunt,U,NA,GBR,NA,NA
113682,Herbert E,Pervin,U,NA,GBR,NA,NA
113683,William,Radcliffe,U,NA,GBR,NA,NA
113684,Wilfred,Hollick,U,NA,GBR,NA,NA
113685,George,Birtles,U,NA,GBR,NA,NA
113686,Hs,Job,U,NA,GBR,NA,NA
113687,Lm,Andrews,U,NA,GBR,NA,NA
113688,Manuel,Alonso De Areyzaga,U,1895-11-12,ESP,NA,Q1367986
113689,Hl,Askham,U,NA,GBR,NA,NA
113690,Thomas,Nicholson,U,1876-03-15,GBR,NA,NA
113691,J,Sydney,U,NA,GBR,NA,NA
113692,John,Evers,U,NA,GBR,NA,NA
113693,Guy,Brian,U,NA,FRA,NA,NA
113694,C S,Gordon Smith,U,NA,GBR,NA,NA
113695,Max,Woosnam,U,1892-09-06,GBR,NA,NA
113696,Gdh,Alston,U,NA,GBR,NA,NA
113697,Hp,Greenwood,U,NA,GBR,NA,NA
113698,Hon Cecil James Frederick,Campbell,U,1891-05-04,IRL,NA,NA
113699,Arthur,Diemer Kool,U,1896-01-30,NED,NA,Q1824645
113700,Dh,Kleinman,U,NA,MAS,NA,NA
113701,Rene,De Grenus,U,NA,SUI,NA,NA
113702,Francis Wordsworth,Donisthorpe,U,NA,GBR,NA,NA
113703,Harold,Aitken,U,1877-04-09,RSA,NA,NA
113704,Cyril,Eltringham,U,NA,GBR,NA,NA
113705,Ben,Haughton,U,1890-01-08,IRL,NA,NA
113706,Jl,Holt,U,NA,GBR,NA,NA
113707,George Hm,Cartwright,U,NA,GBR,NA,NA
113708,R Douglas,Watson,U,NA,GBR,NA,NA
113709,U,Kramet,U,NA,GBR,NA,NA
113710,Denis,Browne,U,NA,AUS,NA,NA
113711,Ernest,Black,U,NA,GBR,NA,NA
113712,Frederick,De Saram,U,NA,SRI,NA,NA
113713,John David Patrick,Wheatley,U,1899-01-01,GBR,NA,NA
113714,Lewis,Deane,U,1882-03-12,IND,NA,NA
113715,Hugh Basil,Harrison,U,NA,GBR,NA,NA
113716,Joe,Nathan,U,NA,ITA,NA,NA
113717,F,De Weck,U,NA,GBR,NA,NA
113718,Evelyn,Bunbury,U,NA,GBR,NA,NA
113719,Arnold W,Jones,U,NA,USA,NA,NA
113720,O C,Johnson,U,NA,GBR,NA,NA
113721,Thomas,Bevan,U,NA,GBR,NA,NA
113722,Eg,Bisseker,U,NA,GBR,NA,NA
113723,Fp,Down,U,NA,GBR,NA,NA
113724,Royden,Dash,U,1888-03-03,GBR,NA,NA
113725,Jose Maria,Alonso De Areyzaga,U,1890-09-28,ESP,NA,NA
113726,Og,Miller,U,NA,GBR,NA,NA
113727,P,De Becker,U,NA,BEL,NA,NA
113728,James M,Lowry,U,NA,NZL,NA,NA
113729,Ho,Dixon,U,NA,GBR,NA,NA
113730,Marcel,Dupont,U,NA,FRA,NA,NA
113731,Edgar L,Bartleet,U,NA,NZL,NA,NA
113732,Donald Mcneil,Greig,U,1897-01-31,GBR,NA,NA
113733,Luiz,Ricciardi,U,NA,POR,NA,NA
113734,George Colket,Caner,U,1894-07-05,USA,NA,NA
113735,Bob,Barbour,U,NA,AUS,NA,NA
113736,Amos,Wilder,U,NA,USA,NA,NA
113737,Clinton Gilbert,Mcilquham,U,NA,GBR,NA,NA
113738,Jack,Weakley,U,1903-01-01,GBR,NA,NA
113739,Pc,Chase,U,NA,GBR,NA,NA
113740,Wl,Van Ryn,U,NA,RSA,NA,NA
113741,Dl,Craig,U,NA,GBR,NA,NA
113742,Julian J,Lezard,U,NA,RSA,NA,NA
113743,Hs,Lewis Barclay,U,NA,GBR,NA,NA
113744,Capt,Cazalet,U,1896-12-27,GBR,NA,NA
113745,Fernando,Vasconcelos,U,NA,POR,NA,NA
113746,Saeed,Hadi,U,1889-08-12,IND,NA,NA
113747,Alexander,Blair,U,NA,GBR,NA,NA
113748,Am Dudley,Pitt,U,NA,GBR,NA,NA
113749,Sidney F,Hepburn,U,NA,GBR,NA,NA
113750,Dean,Mathey,U,1890-11-23,USA,NA,Q13219302
113751,Neville,Wilford,U,NA,GBR,NA,NA
113752,Marcus,Wallenberg,U,1899-10-05,SWE,NA,Q6230601
113753,Jose,De Verda,U,1896-10-21,POR,NA,NA
113754,R,Peyrelongue,U,NA,FRA,NA,NA
113755,Manuel,De Gomar,U,1897-09-21,ESP,NA,Q3286964
113756,Dl,Morgan,U,NA,GBR,NA,NA
113757,Georges,Watson,U,NA,BEL,NA,NA
113758,Arthur J,Gore,U,NA,GBR,NA,NA
113759,David,Rutnam,U,NA,IND,NA,NA
113760,Gwv,Hurst,U,NA,RSA,NA,NA
113761,Louis,Meldon,U,1886-10-10,IRL,NA,NA
113762,Whm,Aitken,U,NA,GBR,NA,NA
113763,F,Rattigan,U,NA,GBR,NA,NA
113764,Sydney,Watts,U,NA,GBR,NA,NA
113765,Cecil R,Tindell Green,U,1889-07-03,GBR,NA,NA
113766,Gm,Elliott,U,NA,GBR,NA,NA
113767,Lionel W,Alderson,U,NA,GBR,NA,NA
113768,Elias,Anderson,U,NA,AUS,NA,NA
113769,Cj,Brierley,U,NA,IND,NA,NA
113770,Alfredo J,Villegas,U,NA,ARG,NA,NA
113771,Sm,Lahey Bean,U,NA,GBR,NA,NA
113772,Ja,Dean,U,NA,GBR,NA,NA
113773,Ds,Menda,U,NA,POL,NA,NA
113774,Ah,Mccormick,U,NA,GBR,NA,NA
113775,Fr,Scovel,U,NA,GBR,NA,NA
113776,Rf,Scovell,U,NA,GBR,NA,NA
113777,M,Fox,U,NA,GBR,NA,NA
113778,Gerald,Millard,U,NA,GBR,NA,NA
113779,Teddy,Higgs,U,NA,GBR,NA,NA
113780,Norman H,Latchford,U,NA,GBR,NA,NA
113781,Jp,Carleton,U,NA,USA,NA,NA
113782,Victor,Penman,U,NA,GBR,NA,NA
113783,Royden,Wilkinson,U,NA,GBR,NA,NA
113784,Gw,Grounsell,U,NA,GBR,NA,NA
113785,P,Marsden,U,NA,GBR,NA,NA
113786,John,Legg,U,NA,GBR,NA,NA
113787,Carlos,Caminos,U,NA,ARG,NA,NA
113788,Edwin George Paget,Sayers,U,NA,AUS,NA,NA
113789,Harold R,Price,U,NA,GBR,NA,NA
113790,Henning,Larsen,U,NA,DEN,NA,NA
113791,Henry W,Standring,U,NA,GBR,NA,NA
113792,Jf,Phillpotts,U,NA,GBR,NA,NA
113793,Dm,Evans,U,NA,GBR,NA,NA
113794,Ronald D,Poland,U,NA,GBR,NA,NA
113795,Arthur,Berger,U,1881-05-27,GBR,NA,NA
113796,F,Crosbie,U,NA,IRL,NA,NA
113797,S,Simons,U,NA,GBR,NA,NA
113798,Eliot,Crawshay Williams,U,NA,GBR,NA,NA
113799,Norman,Dicks,U,NA,GBR,NA,NA
113800,Ha,Carless,U,NA,GBR,NA,NA
113801,Brian D,Helmore,U,NA,GBR,NA,NA
113802,Eric,Portlock,U,NA,GBR,NA,NA
113803,Ebn,Taylor,U,NA,GBR,NA,NA
113804,Clive,Branfoot,U,NA,GBR,NA,NA
113805,Rg,Bernard,U,NA,IND,NA,NA
113806,Cp,Luck,U,NA,GBR,NA,NA
113807,Khoo,Hooi Hye,U,NA,CHN,NA,NA
113808,Sunao,Okamoto,U,1894-09-01,JPN,NA,Q16198190
113809,Gerard,Leembruggen,U,1897-02-26,NED,NA,Q16009318
113810,Gh,Todd,U,NA,GBR,NA,NA
113811,Wdk,Thellusson,U,NA,GBR,NA,NA
113812,Felipe,Del Canto,U,NA,MEX,NA,NA
113813,Pe,Allison,U,NA,NZL,NA,NA
113814,George S,Fletcher,U,NA,GBR,NA,NA
113815,Jf,Park,U,NA,NZL,NA,NA
113816,Masanosuke,Fukuda,U,1897-05-04,JPN,NA,Q5746983
113817,Ta,Digby,U,NA,GBR,NA,NA
113818,Bm,Clark,U,NA,JAM,NA,NA
113819,Edward A,Mcguire,U,1901-08-28,IRL,NA,Q16012837
113820,Henry Jf,Hunter,U,NA,GBR,NA,NA
113821,Ivie John,Richardson,U,1895-01-16,RSA,NA,NA
113822,Stjohn,Evers,U,NA,GBR,NA,NA
113823,Leslie J,Hill,U,NA,GBR,NA,NA
113824,Akelly,Evans,U,NA,IRL,NA,NA
113825,Mariano,Lozano Y Alatorre,U,NA,MEX,NA,NA
113826,Nc,Abrams,U,NA,GBR,NA,NA
113827,Carl,Fischer,U,NA,USA,NA,NA
113828,V,Rudolf,U,NA,GBR,NA,NA
113829,Ae,Park,U,NA,NZL,NA,NA
113830,Rg,Stone,U,NA,GBR,NA,NA
113831,Watty,Washburn,U,1894-06-13,USA,NA,Q723998
113832,Alan S,Watt,U,NA,GBR,NA,NA
113833,Charlie,Leslie,U,NA,CAN,NA,NA
113834,Lewis Rc,Michell,U,NA,GBR,NA,NA
113835,Ronald G,Macinnes,U,NA,GBR,NA,NA
113836,Wen,Kelly,U,NA,GBR,NA,NA
113837,E,Salmond,U,NA,GBR,NA,NA
113838,R,Jagmohan,U,NA,IND,NA,NA
113839,Ernest M,Jonklass,U,NA,USA,NA,NA
113840,Douglas,Powell,U,NA,GBR,NA,NA
113841,John,Pennycuick,U,NA,GBR,NA,NA
113842,Fassett S,Burnett,U,NA,GBR,NA,NA
113843,Lc,Terrey,U,NA,AUS,NA,NA
113844,John Francis,Hennessey,U,1900-10-27,USA,NA,Q3181727
113845,Maas,Van Der Feen,U,1888-02-01,NED,NA,Q1981099
113846,Wj,Melody,U,NA,NZL,NA,NA
113847,Maurice,Ferrier,U,1901-11-08,SUI,NA,Q97152359
113848,E,Vuillemin,U,NA,FRA,NA,NA
113849,Louis B,Dailey Jr,U,NA,USA,NA,NA
113850,J Brooks,Fenno,U,NA,GBR,NA,NA
113851,Prr,Hurditch,U,NA,GBR,NA,NA
113852,Enw,Oliver,U,NA,MAS,NA,NA
113853,Ha,Lake,U,NA,GBR,NA,NA
113854,Richard,Powell,U,NA,GBR,NA,NA
113855,Lucien E,Williams,U,NA,USA,NA,NA
113856,Leo,Carr,U,NA,AUS,NA,NA
113857,J,Nicholson,U,NA,NZL,NA,NA
113858,Baron Goffredo De,Banfield,U,NA,ITA,NA,NA
113859,Eric B,Andreae,U,NA,IND,NA,NA
113860,Nelson,Cruz,U,NA,BRA,NA,NA
113861,Wb,Stott,U,NA,GBR,NA,NA
113862,Djr,Sumner,U,NA,AUS,NA,NA
113863,Rs,Cargill,U,NA,GBR,NA,NA
113864,Lawrence B,Rice,U,NA,USA,NA,NA
113865,Turner,Cole,U,NA,GBR,NA,NA
113866,Maurice V,Summerson,U,NA,GBR,NA,NA
113867,Eric T,Hollins,U,NA,GBR,NA,NA
113868,Ray,Casey,U,1900-02-15,USA,NA,Q3420488
113869,Ja,Fotheringham,U,NA,NZL,NA,NA
113870,M,Pan,U,NA,GBR,NA,NA
113871,Gm,Thomas,U,NA,GBR,NA,NA
113872,V S Erskine,Lindop,U,NA,GBR,NA,NA
113873,Rezne,Zemla,U,1887-11-06,TCH,NA,Q949806
113874,Douglas A,Hodges,U,NA,IND,NA,NA
113875,Franz,Glanz,U,NA,AUT,NA,NA
113876,William,Foley,U,NA,CAN,NA,NA
113877,George,Greville,U,1868-03-13,GBR,NA,NA
113878,Russell Rt,Young,U,1902-06-25,NZL,NA,Q27923374
113879,Je,Pogson Smith,U,NA,GBR,NA,NA
113880,Anthony C,Crossley,U,NA,GBR,NA,NA
113881,Eric Conrad,Peters,U,1903-08-10,GBR,NA,NA
113882,Ch,Campbell,U,NA,GBR,NA,NA
113883,Jack W,Olmstead,U,NA,USA,NA,NA
113884,Francisco,Bryans,U,NA,ARG,NA,NA
113885,Axel,Petersen,U,NA,DEN,NA,NA
113886,Rdn,Pryce Jones,U,NA,GBR,NA,NA
113887,William H,Powell,U,NA,GBR,NA,NA
113888,H,Lewis Phillipps,U,NA,GBR,NA,NA
113889,David H,Williams,U,NA,GBR,NA,NA
113890,Harvey G,Mackintosh,U,NA,GBR,NA,NA
113891,Paul,Brick,U,NA,AUT,NA,NA
113892,Basil R,Lawrence,U,NA,GBR,NA,NA
113893,Einer,Ulrich,U,1896-05-06,DEN,NA,Q13474157
113894,Ga,Pratt,U,NA,GBR,NA,NA
113895,R C,Wackett,U,NA,GBR,NA,NA
113896,Roger E,Worthington,U,NA,GBR,NA,NA
113897,Edward A,Dearman,U,NA,GBR,NA,NA
113898,Claude,Barrelet De Ricou,U,NA,FRA,NA,NA
113899,Anthony W,Buzzard,U,NA,GBR,NA,NA
113900,Ae,Browne,U,NA,GBR,NA,NA
113901,Ec,Penny,U,NA,GBR,NA,NA
113902,Noel Galway,Holmes,U,NA,IRL,NA,NA
113903,W,Legg,U,NA,GBR,NA,NA
113904,Cyril W,Banks,U,NA,GBR,NA,NA
113905,Llewelyn G,Owen,U,NA,GBR,NA,NA
113906,Richard,England,U,NA,GBR,NA,NA
113907,Jack,Miley,U,NA,IRL,NA,NA
113908,G Oswald,Jameson,U,NA,GBR,NA,NA
113909,H Chester,Walsh,U,NA,GBR,NA,NA
113910,Harvey,Hillier,U,NA,GBR,NA,NA
113911,A Stjohn,Mahoney,U,NA,IRL,NA,NA
113912,Christian Gottfrid,Muller,U,1896-11-04,SWE,NA,NA
113913,Oscar,Kreuzer,U,1887-06-14,GER,NA,Q461349
113914,Billy,Collins,U,NA,GBR,NA,NA
113915,Jd,Fisher,U,NA,GBR,NA,NA
113916,Edward O,Mather,U,NA,USA,NA,NA
113917,Freidrich,Frenz,U,NA,GER,NA,NA
113918,Placido,Gaslini,U,NA,ITA,NA,NA
113919,Ch Denis,Ocallaghan,U,NA,IRL,NA,NA
113920,Richard,Pickersgill,U,NA,GBR,NA,NA
113921,Jh,Frowen,U,NA,GBR,NA,NA
113922,Evivian,Bobb,U,NA,IND,NA,NA
113923,Friedrich Wilhelm,Rahe,U,1888-04-16,GER,NA,Q456145
113924,Hira Lal,Soni,U,1906-08-22,IND,NA,NA
113925,C Roberto,Bocciardo,U,NA,ITA,NA,NA
113926,Henry C,Brunie,U,NA,GBR,NA,NA
113927,Feo,Hartz,U,NA,GER,NA,NA
113928,William,Lingelbach,U,NA,USA,NA,NA
113929,Curt,Ostberg,U,1905-02-17,SWE,NA,Q6257527
113930,Stanley W,Harris,U,NA,RSA,NA,NA
113931,Francisco,Sindreu Pons,U,1904-03-09,ESP,NA,NA
113932,Jack,Chamberlain,U,NA,GBR,NA,NA
113933,Henry,Purcell,U,NA,IRL,NA,NA
113934,Arthur W,Vinall,U,NA,GBR,NA,NA
113935,Costas F,Efstratiades,U,NA,GRE,NA,NA
113936,Jack A,Wright,U,1901-11-11,CAN,NA,NA
113937,Pol,Leiner,U,NA,HUN,NA,NA
113938,Alan,Brown,U,NA,GBR,NA,NA
113939,Imre,Takots,U,NA,HUN,NA,NA
113940,Colin S,Higgins,U,NA,GBR,NA,NA
113941,Dh,Balfour,U,NA,GBR,NA,NA
113942,Harish C,Dhanda,U,NA,IND,NA,NA
113943,Bud,Chandler,U,NA,USA,NA,NA
113944,Henry S,Burrows,U,NA,GBR,NA,NA
113945,Walter,Dessart,U,1897-06-06,GER,NA,NA
113946,John H,Shales,U,NA,GBR,NA,NA
113947,F R,Price,U,NA,GBR,NA,NA
113948,Dr,Fussell,U,NA,GBR,NA,NA
113949,Arthur J,Smith,U,NA,GBR,NA,NA
113950,Harry,Ramberg,U,1909-04-06,SWE,NA,Q5671841
113951,Willard F,Crocker,U,1900-07-21,CAN,NA,NA
113952,Jack S,Harrison,U,NA,GBR,NA,NA
113953,Lestocq Robert,Erskine,U,1857-09-06,GBR,NA,Q1820980
113954,Aw,Nicholson,U,NA,GBR,NA,NA
113955,Fw,Porter,U,NA,GBR,NA,NA
113956,E,Bates,U,NA,GBR,NA,NA
113957,Seton Montolieu,Montgomerie,U,1846-05-15,GBR,NA,Q2274855
113958,Alexander William,Crichton,U,1842-05-23,GBR,NA,NA
113959,George Arnulph,Montgomerie,U,1848-02-23,GBR,NA,NA
113960,George Ernest,Tabor,U,1855-12-16,GBR,NA,NA
113961,Charles Gipps,Hamilton,U,1857-06-27,GBR,NA,Q1064541
113962,F,Pollock,U,NA,GBR,NA,NA
113963,Charles Gilbert,Heathcote,U,1841-03-02,GBR,NA,Q969559
113964,H,Wheeler,U,NA,GBR,NA,NA
113965,Edmond Bennet,Brackenbury,U,1843-11-27,GBR,NA,NA
113966,Gwynne,James,U,NA,GBR,NA,NA
113967,Herbert Fortescue,Lawford,U,1851-05-15,GBR,NA,NA
113968,A,Keyser,U,NA,GBR,NA,NA
113969,Capt,Grimston,U,NA,GBR,NA,NA
113970,J,Cunningham,U,NA,GBR,NA,NA
113971,Er,Seymour,U,NA,GBR,NA,NA
113972,Hs,Cotton,U,NA,GBR,NA,NA
113973,Arthur Sydney,Tabor,U,1852-11-09,GBR,NA,Q711651
113974,C,Wallis,U,NA,GBR,NA,NA
113975,Frank,Hadow,U,1855-01-02,GBR,NA,NA
113976,Frederick William,Oliver,U,1836-01-04,GBR,NA,NA
113977,Robert Dalby,Dalby,U,NA,GBR,NA,NA
113978,Beckwith,Smith,U,NA,GBR,NA,NA
113979,Ac,Brown,U,NA,GBR,NA,NA
113980,Fm,Ashley,U,NA,GBR,NA,NA
113981,Arthur Thomas,Myers,U,1851-04-16,GBR,NA,Q711703
113982,Geoffrey Fowell,Buxton,U,1852-06-21,GBR,NA,NA
113983,Alexander Astell,Hadow,U,1853-06-01,GBR,NA,NA
113984,C,Ewbank,U,NA,GBR,NA,NA
113985,Mr,Clapham,U,NA,GBR,NA,NA
113986,Mr,Crum,U,NA,GBR,NA,NA
113987,Spencer William,Gore,U,1850-03-10,GBR,NA,NA
113988,Cl,Stephen,U,NA,GBR,NA,NA
113989,Ha,Taylor,U,NA,GBR,NA,NA
113990,Cj,Coventry,U,NA,GBR,NA,NA
113991,Victor Alexander,Brooke,U,1843-01-05,IRL,NA,NA
113992,Ernest,Renshaw,U,1861-01-03,GBR,NA,Q505764
113993,Bt,Cotton,U,NA,GBR,NA,NA
113994,Alfred,Schacht,U,NA,GBR,NA,NA
113995,John Thorneycroft,Hartley,U,1849-01-09,GBR,NA,NA
113996,Charles John,Cole,U,NA,GBR,NA,NA
113997,Gh,Cartland,U,NA,GBR,NA,NA
113998,Henry Lyle,Mulholland,U,NA,GBR,NA,NA
113999,William Cecil,Marshall,U,1849-04-29,GBR,NA,NA
114000,Ah,Cochran,U,NA,GBR,NA,NA
114001,Cecil Francis,Parr,U,1847-08-02,GBR,NA,NA
114002,Hubert James,Medlycott,U,1841-12-09,GBR,NA,NA
114003,Edward Ballachey,Hill,U,1850-03-06,GBR,NA,NA
114004,Edward North,Buxton,U,1840-09-01,GBR,NA,NA
114005,Capt,Belson,U,NA,GBR,NA,NA
114006,T,Hoare,U,NA,GBR,NA,NA
114007,Wf,Adams,U,NA,GBR,NA,NA
114008,Arthur Basil,Brooke,U,NA,IRL,NA,NA
114009,Ht,Gilson,U,NA,GBR,NA,NA
114010,William Francis,Wells Cole,U,1859-04-22,GBR,NA,NA
114011,Charles David,Barry,U,1867-03-31,IRL,NA,NA
